R,C,tau
9720.64261893751,9.873632649035049e-05,0.9694560240898692
9628.228219926901,0.0004921242592417156,4.688034449544215
2592.644728671105,0.0004739982990097852,1.2094218171043798
5022.7602083346155,0.00017402866804010518,0.8722331550504623
3078.6952671860195,0.0004344177975887351,1.3097485272232485
2919.9208943369295,0.0003991062296629761,1.1524546192545768
465.18077880987465,0.0006162342479541644,0.27979264601531717
6134.686906400979,0.0006354585572167763,4.051522594132546
5076.522329965729,4.625870576227247e-05,0.23499897392028377
609.6396373748946,0.0003752380020118448,0.22555857589872993
2858.599995942453,0.0006262340557985222,1.797813803532507
9091.832271069872,0.0005036331223215077,4.568660988615237
2471.662717603027,0.0008566333513471341,2.1079514999935767
1534.4592337031086,0.0006590349379873261,1.0236839178568053
4945.582326747874,0.00016377149265434828,0.8222161973962123
9857.939495694947,7.149817865302942e-05,0.6973465127658066
2496.347187963854,0.0006427768589281094,1.5861151120403572
6754.141919318197,2.7484799231080196e-05,0.1846150434029231
7640.034191754304,0.0005861898056921899,4.272326611946536
2452.611685524757,0.0009402900111835327,2.236280618829893
7309.34185125741,0.0005758987036980031,4.324516014939144
3741.053013920607,0.00038878175628031543,1.502303730905674
6359.827722876436,0.0006436449302239109,4.073082435452197
6371.944136532858,0.0004587946376010252,2.9571240925910125
5404.169372340109,0.000546071172526619,2.9694314701904516
993.8687235386421,0.0009415233439677488,0.9933718955773245
8369.494706333457,0.00038671653516297356,3.309094809541437
3275.7226432201846,0.0009612293732600904,3.1406652876371455
1946.533252958557,0.0009054452913141078,1.7287969620353942
503.67390139216275,0.00019659534365450715,0.0958385392491267
5949.840137563594,7.02919395742903e-05,0.4199276782778793
6807.887182238596,0.00010167722337604923,0.6817360391460339
264.2195063857759,1.920360382589818e-05,0.004929637363803471
5169.721277162882,9.534851779517247e-05,0.4865510190347532
2342.3081744595856,0.0006833237666429405,1.5659333064773282
6487.2106250535535,7.211745981176877e-05,0.4836274372501413
1826.2276471494154,0.0003196566546634676,0.594059243460947
6940.283607214413,0.0008450304356584852,5.863815729094256
3928.6799283753203,2.4248663800090042e-05,0.0980849833962309
9373.626888493673,0.000814654014106347,7.648078865994144
1461.457347045333,0.0002825729199986266,0.40585460907589
3476.5568753975595,0.0001190466627940346,0.4264800772412625
1223.3878602818318,0.0006970404281987865,0.8619419173799195
9254.466820957772,0.0006293139039331042,5.70314694531961
8785.659598471711,0.0008775945415135261,7.680895743134342
2653.6221143800403,0.000735335972760082,1.9171318543324782
6633.842055738372,0.0008036774494544638,5.184022178176995
8190.499781992036,0.00028275253799873524,2.3587830072357137
5596.488034834677,0.00017826210423594311,1.0357400079613346
5343.540725724464,0.0007508641368892176,3.9000443939953047
2494.3376799144717,0.0008070279045279969,2.03566525372563
1021.7174012784022,0.0009905146368586726,0.9988566962366854
8982.436003737936,0.0004132050592345151,3.6754278264075544
9014.138765916972,0.00037264606770699043,3.319285353356719
6367.704427005353,0.000776636547781255,4.859936522957331
3456.3949313821367,0.0003414627367127649,1.1813754061191486
3557.174788665343,0.0009308265682779613,3.256085409944466
7286.961220815369,0.0008585543390911689,6.290093097010259
8981.391573530513,0.0004295650333476434,3.8542153060589612
8882.155600224662,0.000751120196723706,6.6396833062597205
7820.767903990476,0.0007547883312105977,5.795876947022788
